Sample name	Virus	BH p-value	Raw p-value	Orig p-value	Assigned counts	Assigned peptides	Total sample hits	Total filtered sample hits
APP366	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Togaviridae;g__Alphavirus;-__VEEV_complex;s__Venezuelan_equine_encephalitis_virus	0.022496214524279266	0.006980505034519563	0.2205356809089504	16.007	4167;90926;32631;32632;32668;32669;37584;37585;40058;55630;55631;56555;56556;71112;91063;91074	605.0	498.0
APP366	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Togaviridae;g__Alphavirus;-__WEEV_complex;s__Sindbis_virus	0.02463656609246773	0.008189627739529108	0.21982512600629336	15.007	90926;32631;32632;32668;32669;37584;37585;40058;55630;55631;56555;56556;71112;91063;91074	605.0	498.0
APP366	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Togaviridae;g__Alphavirus;-__WEEV_complex;s__Western_equine_encephalitis_virus	0.022437455602749956	0.006780549770061799	0.1970670401634874	15.007	90926;32631;32632;32668;32669;37584;37585;40058;55630;55631;56555;56556;71112;91063;91074	605.0	498.0
APP366	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Togaviridae;g__Alphavirus;s__Barmah_Forest_virus	0.019345900612173502	0.005314807860487226	0.16762085196855303	15.007	90926;32631;32632;32668;32669;37584;37585;40058;55630;55631;56555;56556;71112;91063;91074	605.0	498.0
APP373	d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Spumaretrovirinae;g__Spumavirus;s__African_green_monkey_simian_foamy_virus	0.0005568157942782839	1.9652322150998255e-05	4.7406812829532556e-05	10.002	33081;38035;38048;38049;40495;40496;40531;41140;69430;78276	414.0	382.0
APP373	d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Spumaretrovirinae;g__Spumavirus;s__Macaque_simian_foamy_virus	0.0005897134686441654	2.428231929711269e-05	5.831074295827134e-05	10.002	33081;38035;38048;38049;40495;40496;40531;41140;69430;78276	414.0	382.0
APP373	d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Spumaretrovirinae;g__Spumavirus;s__Simian_foamy_virus	0.010790994087856031	0.0005712879222982605	0.0013128551934133948	10.002	33081;38035;38048;38049;40495;40496;40531;41140;69430;78276	414.0	382.0
APP373	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_A	0.0007866878619011473	3.7020605265936344e-05	0.0002817069857031598	33.003	4462;9208;9209;10756;10817;57086;57085;58322;58323;30925;21470;50215;12241;59462;59463;12573;60879;60880;58436;44832;22965;22964;54386;54385;54442;21289;23710;31225;43183;44821;61266;61572;65145	414.0	382.0
APP373	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_B	0.000940477741977174	4.7023887098858706e-05	0.0003783946413251968	35.003	4462;9208;9209;10756;10817;57086;57085;58322;58323;30925;21470;50215;12241;59462;59463;12573;60879;60880;58436;44832;22965;22964;54386;54385;54442;22966;23710;30952;30953;31225;43183;44821;61572;65145;78226	414.0	382.0
APP373	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_C	0.0003513234474533503	1.1366346829373099e-05	9.062811502535484e-05	36.003	4462;9208;9209;10756;10817;57086;57085;58322;58323;30925;21470;50215;12241;59462;59463;12573;60879;60880;58436;44832;22965;22964;54386;54385;54442;21289;22966;23710;31225;38664;43183;44821;95527;61266;61572;65145	414.0	382.0
APP373	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_D	0.0002329240364354505	6.165636258585454e-06	5.561962871515682e-05	38.003	4462;9208;9209;10756;10817;57086;57085;58322;58323;30925;21470;50215;12241;59462;59463;12573;60879;60880;58436;44832;22965;22964;54386;54385;54442;21289;22966;23710;30952;30953;31225;43183;44821;59910;61266;61572;65145;68021	414.0	382.0
APP373	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_E	0.0007076912737359243	3.122167384129078e-05	0.0002469186466036685	35.003	4462;9209;10756;10817;57086;57085;58322;58323;30925;21470;50215;12241;59462;59463;12573;60879;60880;58436;44832;22965;22964;54386;54385;54442;22966;23710;30952;30953;31225;43183;44821;55031;61266;61572;65145	414.0	382.0
APP373	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_F	0.0005656104989526728	2.162628378348455e-05	0.0001568100630027258	32.003	4462;9209;10756;10817;57086;58322;58323;30925;21470;50215;12241;59462;59463;12573;60879;60880;58436;44832;22965;22964;54386;54385;54442;21289;23710;30952;30953;31225;43183;44821;61266;65145	414.0	382.0
APP373	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_G	0.0002844702285535603	8.36677142804589e-06	6.32149292873914e-05	34.003	4462;9208;9209;10756;10817;57086;57085;58322;58323;30925;21470;50215;12241;59462;59463;12573;60879;60880;58436;44832;22965;22964;54386;54385;54442;21289;23710;30952;30953;31225;43183;44821;61266;65145	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Mononegavirales;f__Filoviridae;g__Ebolavirus;s__Bundibugyo_ebolavirus	0.018727493741953923	0.0012403683386729074	0.0031453595483699765	12.005	53356;53458;53560;53610;82357;91828;82185;92010;72096;72147;72160;72191	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Mononegavirales;f__Filoviridae;g__Ebolavirus;s__Reston_ebolavirus	0.021656484509203412	0.0016560841095273199	0.004134937942013811	12.005	53356;53458;53560;53610;82357;91828;82185;92010;72096;72147;72160;72191	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Mononegavirales;f__Filoviridae;g__Ebolavirus;s__Sudan_ebolavirus	0.01898055551749854	0.0013398039188822499	0.0033837252949369366	12.005	53356;53458;53560;53610;82357;91828;82185;92010;72096;72147;72160;72191	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Mononegavirales;f__Filoviridae;g__Ebolavirus;s__Tai_Forest_ebolavirus	0.018727493741953923	0.001266859870779236	0.003208975979985793	12.005	53356;53458;53560;53610;82357;91828;82185;92010;72096;72147;72160;72191	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Mononegavirales;f__Filoviridae;g__Marburgvirus;s__Marburg_marburgvirus	0.021484934668697823	0.001579774607992487	0.00395459668495421	12.005	53356;53458;53560;53610;82357;91828;82185;92010;72096;72147;72160;72191	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Mononegavirales;f__Paramyxoviridae;-__unclassified_Paramyxoviridae;s__Mossman_virus	0.012597645335147666	0.0007039860628464872	0.0016984380721323767	11.004	19513;82896;31825;38788;82907;43812;53458;53560;92644;82357;93911	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Mononegavirales;f__Paramyxoviridae;-__unclassified_Paramyxoviridae;s__Tupaia_paramyxovirus	0.018727493741953923	0.0011041330518380835	0.0026703557694356277	11.004	19392;19513;82896;31825;38788;82907;53458;53560;92644;82357;93911	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Mononegavirales;f__Paramyxoviridae;g__Henipavirus;s__Mojiang_henipavirus	0.018727493741953923	0.0012597170508853882	0.0030276521459761843	11.004	19392;19513;82896;31825;38788;82907;53458;53560;92644;82357;93911	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;s__Montana_myotis_leukoencephalitis_virus	1.1770187970981749e-07	2.423273994025654e-09	2.9611371743803713e-09	34.0	11327;17793;88720;88097;89428;27616;86235;86415;86122;88184;39445;39552;86004;86022;87799;89545;88819;41517;41534;42142;42160;88458;87995;89758;86633;86634;86765;68097;87906;88630;74695;74696;86541;87604	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Hepacivirus;-__unclassified_Hepacivirus;s__Bat_hepacivirus	1.590299318927099e-18	2.8064105628125274e-20	3.91032947689969e-20	48.001	17793;17824;17931;88720;88747;20147;20149;88097;88119;39395;39396;88183;88184;39445;39476;39551;39552;39583;87798;87799;87827;88819;88845;88457;88458;87995;88019;59665;59883;59910;59911;88535;88562;88563;67993;67994;68021;68022;68097;68128;87906;87931;88629;88630;88653;87603;87604;87626	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Hepacivirus;-__unclassified_Hepacivirus;s__Bovine_hepacivirus	2.9752658323068524e-27	1.7501563719452073e-29	1.7501563719452073e-29	47.001	17793;17824;17931;88720;88747;20149;88097;88119;39395;39396;88183;88184;39445;39476;39551;39552;39583;87798;87799;87827;88819;88845;88457;88458;87995;88019;53295;59665;59883;59910;59911;88535;88562;88563;67993;67994;68021;68097;68128;87906;87931;88629;88630;88653;87603;87604;87626	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Hepacivirus;-__unclassified_Hepacivirus;s__Norway_rat_hepacivirus_1	4.3386314274568284e-24	6.380340334495336e-26	8.837204882515003e-26	44.001	17793;17824;17931;88720;88747;20149;88097;88119;39395;39396;88183;88184;39445;39476;39551;39552;39583;87798;87799;87827;88819;88845;88457;88458;87995;88019;59665;59883;59910;88535;88562;67993;67994;68021;68097;68128;87906;87931;88629;88630;88653;87603;87604;87626	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Hepacivirus;-__unclassified_Hepacivirus;s__Norway_rat_hepacivirus_2	1.3767387746449213e-25	1.2147695070396364e-27	1.35556860627338e-27	44.001	17793;17824;17931;88720;88747;20149;88097;88119;39395;39396;88183;88184;39445;39476;39551;39552;39583;87798;87799;87827;88819;88845;88457;88458;87995;88019;59665;59883;59910;88535;88562;67993;67994;68021;68097;68128;87906;87931;88629;88630;88653;87603;87604;87626	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Hepacivirus;s__Hepatitis_C_virus	5.050459808469432e-07	1.1883434843457488e-08	1.2846640113462504e-07	64.001	8952;9209;51174;84388;50215;54385;53911;13523;14638;17793;17813;17824;17931;88720;88747;20147;20149;88097;88119;39395;39396;88183;88184;39445;39476;39551;39552;39583;87798;87799;87827;88819;88845;44393;46188;88457;88458;87995;88019;55387;59665;59883;59910;59911;88535;88562;88563;67993;67994;68021;68022;68097;68128;68981;69929;87906;87931;88629;88630;88653;73510;87603;87604;87626	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Pegivirus;-__unclassified_Pegivirus;s__Human_pegivirus_2	2.9752658323068524e-27	1.2936016769900514e-29	1.2936016769900514e-29	42.001	17793;17824;17931;88720;88747;20149;88097;88119;88183;88184;39445;39476;39551;39552;39583;87798;87799;87827;88819;88845;88457;88458;87995;88019;59665;59883;59910;59911;88535;88562;67993;67994;68097;68128;87906;87931;88629;88630;88653;87603;87604;87626	414.0	382.0
APP373	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Pegivirus;s__Pegivirus_C	6.734577379718624e-25	7.923032211433675e-27	8.855154769153248e-27	45.001	17793;17824;17931;88720;88747;20149;88097;88119;20915;31938;88183;88184;39445;39476;39551;39552;39583;87798;87799;87827;88819;88845;88457;88458;87995;88019;59665;59883;59910;88535;88562;88563;67993;67994;68021;68097;68128;87906;87931;88629;88630;88653;87603;87604;87626	414.0	382.0
APP374	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;f__Orthomyxoviridae;g__Influenzavirus_A;s__Influenza_A_virus	6.366408719885277e-06	2.5163670829586074e-08	2.5163670829586074e-08	21.0	81519;94233;94611;81350;93021;22274;95644;93878;81483;35011;93459;93039;84599;84600;84591;84663;84664;84587;84588;32455;83392	83.0	79.0
APP375	d__Viruses;-__dsDNA_viruses__no_RNA_stage;o__Herpesvirales;f__Herpesviridae;-__Betaherpesvirinae;g__Roseolovirus;s__Human_betaherpesvirus_7	0.044411379209960966	0.005976201424031687	0.01384129569385003	74.0	8891;8990;18423;18426;18526;18534;18547;18548;18633;30032;30056;30067;30841;32237;33790;33791;33792;33859;33923;34799;35070;45796;45813;45814;45996;46032;46055;46217;46415;46482;46483;46754;46755;46844;46845;47014;47067;47068;47077;47126;47224;47225;47279;47600;48431;48975;52900;55428;60377;60397;60489;60650;60711;60716;60721;60723;60724;60727;60729;60730;60731;65435;65471;65474;70115;70117;70120;70155;75590;77606;77610;77613;77629;77692	1160.0	1086.0
APP375	d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Alphatorquevirus;-__unclassified_Alphatorquevirus;s__Simian_torque_teno_virus_30	0.019681141616165288	0.0024406692769387032	0.002981438911865864	7.005	18969;18978;18979;33621;75393;75423;79604	1160.0	1086.0
APP375	d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Alphatorquevirus;s__Torque_teno_virus_28	0.04606790507568117	0.006320662437824329	0.008066358052725271	7.005	18969;18978;18979;71625;75393;75423;79604	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;f__Orthomyxoviridae;g__Thogotovirus;s__Dhori_virus	0.018636595088961296	0.0022619614092143	0.0029608305821512116	12.004	51003;93242;91349;91304;96117;94951;91295;32444;25510;31193;49437;49442	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Nairoviridae;g__Orthonairovirus;-__unclassified_Nairovirus;s__Leopards_Hill_virus	0.018636595088961296	0.0022345520921210732	0.00304041987344936	13.004	6158;6242;51003;93242;91349;91304;96117;94951;91295;32444;49525;49526;62046	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Nairoviridae;g__Orthonairovirus;-__unclassified_Nairovirus;s__Yogue_virus	0.017178185013361647	0.0019036511096601298	0.0025361496458025236	13.004	6158;6242;51003;93242;91349;91304;96117;94951;91295;32444;49525;49526;62046	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Peribunyaviridae;g__Orthobunyavirus;s__Capim_orthobunyavirus	0.018636595088961296	0.002151199289231571	0.002731421881974981	10.003	10971;23059;23060;23507;36080;36081;36105;36120;68622;70385	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Peribunyaviridae;g__Orthobunyavirus;s__Caraparu_orthobunyavirus	0.01134361266671228	0.00122714543360212	0.0015958790391020436	11.003	10971;23059;23060;23507;36080;36081;36105;36120;68622;69882;70385	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Peribunyaviridae;g__Orthobunyavirus;s__Madrid_orthobunyavirus	0.011084952094922525	0.0011699157883823246	0.0015224326583608181	11.003	10971;23059;23060;23507;36080;36081;36105;36120;68622;69882;70385	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Peribunyaviridae;g__Orthobunyavirus;s__Marituba_orthobunyavirus	0.02177039535072274	0.0027572004665822997	0.0035823901780509763	10.003	10971;23059;23060;23507;36080;36081;36105;36120;68622;70385	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Peribunyaviridae;g__Orthobunyavirus;s__Oriboca_orthobunyavirus	0.018636595088961296	0.0022544639360640413	0.002860723165249441	10.003	10971;23059;23060;23507;36080;36081;36105;36120;68622;70385	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Peribunyaviridae;g__Orthobunyavirus;s__Oropouche_orthobunyavirus	0.023538329252065913	0.003105320481802891	0.004096745994873419	11.003	10971;23059;23060;23507;30031;36080;36081;36105;36120;68622;70385	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Peribunyaviridae;g__Orthobunyavirus;s__Simbu_orthobunyavirus	0.023300555091715493	0.003012472821884061	0.003908569130900097	10.003	10971;23059;23060;23507;36080;36081;36105;36120;68622;70385	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Dengue_virus_group;s__Dengue_virus	0.0029199421584141703	0.00030046898200040273	0.0007228142478874696	73.001	4003;23761;86346;27382;27431;27580;27589;86446;86454;86466;86467;86236;86415;86416;86079;86101;86102;86131;37727;85520;39498;90117;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;58165;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;73401;74629;74645;74646;74658;74678;74679;74696;74712;88280	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Japanese_encephalitis_virus_group;s__Japanese_encephalitis_virus	8.323457616134537e-05	7.466954061967659e-06	2.036253104776783e-05	68.001	4003;54484;23761;86346;27382;27431;27580;27589;86446;86454;86466;86467;86236;86415;86416;86079;86101;86102;86131;37727;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Japanese_encephalitis_virus_group;s__Murray_Valley_encephalitis_virus	3.441854390059303e-05	2.724423000046942e-06	7.63885718434017e-06	67.001	4003;23761;86346;27382;27431;27580;27589;86446;86454;86466;86467;86236;86415;86416;86079;86101;86102;86131;37727;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Japanese_encephalitis_virus_group;s__St__Louis_encephalitis_virus	4.5510480958396315e-05	3.962654014847173e-06	1.0962333289355049e-05	67.001	4003;23761;86346;27382;27431;27580;27589;86446;86454;86466;86467;86236;86415;86416;86079;86101;86102;86131;37727;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Japanese_encephalitis_virus_group;s__Usutu_virus	3.4870701134330454e-05	2.9442280641123338e-06	8.23241949219041e-06	67.001	4003;23761;86346;27382;27431;27580;27589;86446;86454;86466;86467;86236;86415;86416;86079;86101;86102;86131;37727;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Japanese_encephalitis_virus_group;s__West_Nile_virus	0.00041851876594991997	4.196230371001836e-05	0.00010581443946428694	67.001	4003;23761;86346;27382;27431;27580;27589;86446;86454;86466;86467;86236;86415;86416;86079;86101;86102;86131;37727;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Kokobera_virus_group;s__Kokobera_virus	0.00032190755135056055	3.14263308706352e-05	7.953613301330013e-05	66.001	4003;23761;86346;27382;27431;27580;27589;86446;86454;86466;86236;86415;86416;86079;86101;86102;86131;37727;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Ntaya_virus_group;s__Bagaza_virus	2.8216340307410543e-05	1.5595369515678822e-06	4.100783876531098e-06	68.001	4003;72008;23761;86346;27382;27431;27580;27589;86446;86454;86466;86467;86236;86415;86416;86079;86101;86102;86131;37727;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Ntaya_virus_group;s__Ntaya_virus	2.8216340307410543e-05	1.6069233313811206e-06	4.2213935522626914e-06	68.001	4003;72008;23761;86346;27382;27431;27580;27589;86446;86454;86466;86467;86236;86415;86416;86079;86101;86102;86131;37727;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Ntaya_virus_group;s__Tembusu_virus	2.8216340307410543e-05	1.7365526355545017e-06	4.591116762971031e-06	69.001	4003;72008;23761;86346;27382;27431;27580;27589;86446;86454;86466;86467;86236;86415;86416;86079;86101;86102;86131;37727;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;61688;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Ntaya_virus_group;s__Yokose_virus	2.545338701403846e-05	5.864710448938898e-07	1.5451711494343506e-06	65.001	4003;23761;86346;27382;27431;27580;27589;86446;86454;86466;86236;86415;86079;86101;86102;86131;37727;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Rio_Bravo_virus_group;s__Rio_Bravo_virus	8.818790347463076e-06	9.947952236296111e-08	2.5341459748811517e-07	60.001	4003;90289;23761;86346;27382;27431;27580;27589;86446;86454;86466;86415;86079;86101;86102;86131;37727;85968;85987;85988;40732;40750;89529;89543;41373;41394;41499;41517;86190;86289;42124;42125;50033;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Yellow_fever_virus_group;s__Banzi_virus	2.627768637228059e-05	7.725778119624791e-07	2.0571033586718266e-06	67.001	4003;23761;86346;27382;27431;27580;27589;86446;86454;86466;86467;86236;86415;86416;86079;86101;86102;86131;37727;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Yellow_fever_virus_group;s__Edge_Hill_virus	2.8216340307410543e-05	1.1878753913636324e-06	3.093677105268065e-06	66.001	4003;23761;86346;27382;27431;27580;27589;86446;86454;86466;86236;86415;86416;86079;86101;86102;86131;37727;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
APP375	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Yellow_fever_virus_group;s__Uganda_S_virus	2.545338701403846e-05	6.592108385175238e-07	1.7635694216837672e-06	67.001	4003;23761;86346;27382;27431;27580;27589;86446;86454;86466;86467;86236;86415;86416;86079;86101;86102;86131;37727;85968;85987;85988;40732;40733;40750;40751;89529;89543;41373;41394;41499;41517;41518;86190;86194;86289;42124;42125;50033;50606;50636;86824;86595;86603;86604;86613;86634;89557;89563;89632;86654;86666;86667;86686;86687;86740;86745;86755;86756;74629;74645;74646;74658;74678;74679;74696;74712	1160.0	1086.0
