Run_ID,ID,Species,Sex,Age_cat,Age_tooth,Mass,Forearm,MF_resid,Zoonotic,Virus,virus_family,virus_genus,virus_species,Raw p-value,Orig p-value,Assigned counts,Assigned peptides,Total sample hits,Total filtered sample hits,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_2,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus_2,0.000546251,0.000674767,22.001,15416;22617;24298;38825;39867;39870;39978;43469;43596;44967;45232;45572;49652;50296;50297;50743;63485;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_3,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus_3,0.000379166,0.000439626,23.001,15416;22617;24298;30798;38825;39867;39870;39978;43469;43596;44967;45232;45572;49652;50296;50297;50743;63485;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_4,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus_4,0.000358327,0.000444692,22.001,15416;22617;24298;38825;39867;39870;39978;43469;43596;44967;45232;45572;49652;50296;50297;50743;63485;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_5,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus_5,0.000677542,0.000834886,22.001,15416;22617;24298;38825;39867;39870;39978;43469;43596;44967;45232;45572;49652;50296;50297;50743;63485;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_6,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus_6,0.000593378,0.000732294,22.001,15416;22617;24298;38825;39867;39870;39978;43469;43596;44967;45232;45572;49652;50296;50297;50743;63485;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_7,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus_7,0.001243577,0.001521194,22.001,15416;22617;24298;38825;39867;39870;39978;43469;43596;44967;45232;45572;49652;50296;50297;50743;63485;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_8,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus_8,0.000542005,0.000669582,22.001,15416;22617;24298;38825;39867;39870;39978;43469;43596;44967;45232;45572;49652;50296;50297;50743;63485;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_9,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus_9,0.001383315,0.001689854,22.001,15416;22617;24298;38825;39867;39870;39978;43469;43596;44967;45232;45572;49652;50296;50297;50743;63485;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Betapapillomavirus;-__unclassified_Betapapillomavirus;s__Colobus_monkey_papillomavirus,Papillomaviridae,Betapapillomavirus,Colobus_monkey_papillomavirus,0.000705779,0.00085779,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Betapapillomavirus;s__Betapapillomavirus_1,Papillomaviridae,Betapapillomavirus,Betapapillomavirus_1,0.000932594,0.001144831,22.001,15416;22617;24298;31997;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Betapapillomavirus;s__Betapapillomavirus_2,Papillomaviridae,Betapapillomavirus,Betapapillomavirus_2,0.000341868,0.000368234,23.001,15416;22617;24298;31997;38825;39867;39870;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;69830,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Betapapillomavirus;s__Betapapillomavirus_3,Papillomaviridae,Betapapillomavirus,Betapapillomavirus_3,0.000255108,0.000274434,22.001,15416;22617;24298;38825;39867;39870;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Betapapillomavirus;s__Betapapillomavirus_4,Papillomaviridae,Betapapillomavirus,Betapapillomavirus_4,0.000895551,0.00108563,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Betapapillomavirus;s__Betapapillomavirus_5,Papillomaviridae,Betapapillomavirus,Betapapillomavirus_5,0.000237299,0.000255339,22.001,15416;22617;24298;38825;39867;39870;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Betapapillomavirus;s__Betapapillomavirus_6,Papillomaviridae,Betapapillomavirus,Betapapillomavirus_6,0.001122083,0.001356821,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;-__unclassified_Gammapapillomavirus;s__Human_papillomavirus_KC5,Papillomaviridae,Gammapapillomavirus,Human_papillomavirus_KC5,0.000339952,0.000389032,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;-__unclassified_Gammapapillomavirus;s__Human_papillomavirus_type_201,Papillomaviridae,Gammapapillomavirus,Human_papillomavirus_type_201,0.000280011,0.000299705,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_1,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_1,0.000165709,0.000178519,22.001,15416;22617;24298;31997;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_10,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_10,0.000989109,0.001197726,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_11,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_11,0.000300561,0.000321629,20.001,15416;22617;24298;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_12,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_12,0.000457706,0.00056267,21.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_13,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_13,0.001123402,0.001349498,19.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_14,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_14,0.000149193,0.000149193,21.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_15,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_15,0.00023948,0.000257067,21.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_16,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_16,7.99E-05,7.99E-05,21.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_17,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_17,0.000323954,0.00037084,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_18,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_18,0.000321444,0.000343902,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_19,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_19,0.000551879,0.000672479,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_2,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_2,0.000526067,0.000641343,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_20,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_20,0.000281747,0.000301558,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_21,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_21,0.000259081,0.000277371,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_22,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_22,1.00E-04,1.00E-04,21.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_24,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_24,0.000255863,0.000273937,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_3,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_3,0.000592608,0.000716613,19.001,22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_4,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_4,0.000135426,0.000135426,21.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_5,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_5,0.000286131,0.000306234,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_6,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_6,0.000162226,0.000174355,21.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_7,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_7,0.000606899,0.000743812,21.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_8,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_8,0.000639553,0.000778113,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_9,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_9,0.000917569,0.001104622,19.001,15416;22617;24298;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Mupapillomavirus;s__Mupapillomavirus_1,Papillomaviridae,Mupapillomavirus,Mupapillomavirus_1,0.000671959,0.000817112,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Mupapillomavirus;s__Mupapillomavirus_2,Papillomaviridae,Mupapillomavirus,Mupapillomavirus_2,0.000361997,0.000414091,20.001,15416;22617;24298;38825;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67388;67408;68369;68370;76710,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Nupapillomavirus;s__Nupapillomavirus_1,Papillomaviridae,Nupapillomavirus,Nupapillomavirus_1,0.000703429,0.000843288,18.001,22617;24298;39867;39978;43469;43596;45232;45572;49652;50296;50297;50743;63485;67239;67388;67408;68369;68370,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;o__Picornavirales;f__Picornaviridae;g__Enterovirus;s__Enterovirus_A,Picornaviridae,Enterovirus,Enterovirus_A,0.003527027,0.004424627,19.002,7052;16590;16589;21710;23624;32019;57930;57929;13874;21577;21578;24207;24208;27514;31997;37929;37930;89229;89354,204,194,
D11_46,Pa96,Pteropus alecto,M,Juvenile,NA,510,145,,NO,d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;o__Picornavirales;f__Picornaviridae;g__Enterovirus;s__Rhinovirus_A,Picornaviridae,Enterovirus,Rhinovirus_A,0.002625445,0.003123265,19.002,50528;87368;16590;16589;21710;23624;32019;57930;57929;21577;21578;24207;24208;31997;37929;37930;62318;89229;89354,204,194,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,YES,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Poxviridae;-__Chordopoxvirinae;g__Orthopoxvirus;s__Cowpox_virus,Poxviridae,Orthopoxvirus,Cowpox_virus,5.29E-05,5.29E-05,27.001,7683;38501;38500;15546;15545;51133;51134;14093;15646;15923;15935;15936;19147;19148;19155;26164;33110;42391;57324;57325;61610;61611;63013;63306;69089;69179;75154,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Poxviridae;-__Chordopoxvirinae;g__Orthopoxvirus;s__Ectromelia_virus,Poxviridae,Orthopoxvirus,Ectromelia_virus,0.00048602,0.000621714,23.001,7683;38501;38500;15546;15545;51133;51134;14093;15646;15923;19147;19148;19155;33110;42391;57324;57325;61610;61611;63013;63306;69179;75154,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,YES,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Poxviridae;-__Chordopoxvirinae;g__Orthopoxvirus;s__Monkeypox_virus,Poxviridae,Orthopoxvirus,Monkeypox_virus,7.23E-05,9.62E-05,25.001,7683;38501;38500;15546;15545;51133;51134;14093;15646;15923;19147;19148;19155;33110;42391;57324;57325;61610;61611;63013;63306;69089;69179;75154;80396,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Poxviridae;-__Chordopoxvirinae;g__Orthopoxvirus;s__Vaccinia_virus,Poxviridae,Orthopoxvirus,Vaccinia_virus,0.00039044,0.000504915,24.001,7683;38501;38500;15546;15545;51133;51134;14093;15646;15923;19147;19148;19155;33110;42391;57324;57325;61610;61611;63013;63306;69089;69179;75154,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Poxviridae;-__Chordopoxvirinae;g__Orthopoxvirus;s__Variola_virus,Poxviridae,Orthopoxvirus,Variola_virus,0.000443497,0.000567994,23.001,7683;38500;15546;15545;51133;14093;15646;15923;19147;19148;19155;26164;33110;42391;57324;57325;61610;61611;63013;63306;69089;69179;75154,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;o__Herpesvirales;f__Herpesviridae;-__Alphaherpesvirinae;g__Simplexvirus;s__Human_alphaherpesvirus_1,Alphaherpesvirinae,Simplexvirus,Human_alphaherpesvirus_1,0.004309364,0.006173603,18.005,3457;20703;21010;24561;25344;26298;30419;30863;40907;48737;49045;54648;55324;55409;60075;66566;66724;90473,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;o__Herpesvirales;f__Herpesviridae;-__Alphaherpesvirinae;g__Simplexvirus;s__Human_alphaherpesvirus_2,Alphaherpesvirinae,Simplexvirus,Human_alphaherpesvirus_2,0.003927054,0.005150994,18.005,3457;13873;20703;21010;24561;26298;30419;30863;40907;48737;49045;54648;55324;55409;60075;66566;66724;80396,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__dsRNA_viruses;f__Reoviridae;-__Spinareovirinae;g__Orthoreovirus;s__Mammalian_orthoreovirus,Reoviridae,Orthoreovirus,Mammalian_orthoreovirus,0.000303398,0.000323409,4.003,22493;22494;82667;82668,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Nairoviridae;g__Orthonairovirus;-__unclassified_Nairovirus;s__Leopards_Hill_virus,Nairoviridae,Orthonairovirus,Leopards_Hill_virus,0.002653047,0.002906221,4.004,6242;96117;94951;32444,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Nairoviridae;g__Orthonairovirus;-__unclassified_Nairovirus;s__Tofla_virus,Nairoviridae,Orthonairovirus,Tofla_virus,0.006386266,0.007402681,4.004,6242;96117;94951;32444,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Nairoviridae;g__Orthonairovirus;-__unclassified_Nairovirus;s__Yogue_virus,Nairoviridae,Orthonairovirus,Yogue_virus,0.002455185,0.002690126,4.004,6242;96117;94951;32444,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Nairoviridae;g__Orthonairovirus;s__Crimean_Congo_hemorrhagic_fever_orthonairovirus,Nairoviridae,Orthonairovirus,Crimean_Congo_hemorrhagic_fever_orthonairovirus,0.00702087,0.00813281,4.004,6242;96117;94951;32444,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Nairoviridae;g__Orthonairovirus;s__Hughes_orthonairovirus,Nairoviridae,Orthonairovirus,Hughes_orthonairovirus,0.002341477,0.002565907,4.004,6242;96117;94951;32444,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Nairoviridae;g__Orthonairovirus;s__Nairobi_sheep_disease_orthonairovirus,Nairoviridae,Orthonairovirus,Nairobi_sheep_disease_orthonairovirus,0.008455726,0.009781382,4.004,6242;96117;94951;32444,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Nairoviridae;g__Orthonairovirus;s__Thiafora_orthonairovirus,Nairoviridae,Orthonairovirus,Thiafora_orthonairovirus,0.00425754,0.004948317,4.004,6242;96117;94951;32444,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,NO,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Mononegavirales;f__Rhabdoviridae;g__Vesiculovirus;s__Jurona_vesiculovirus,Rhabdoviridae,Vesiculovirus,Jurona_vesiculovirus,0.00545885,0.006516539,5.003,16506;22493;22494;82667;82668,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Dengue_virus_group;s__Dengue_virus,Flaviviridae,Flavivirus,Dengue_virus,0.002616017,0.003266165,13.002,42100;50665;66724;74654;85963;86051;86052;86078;86136;89483;89586;89621;89680,131,120,
E11_46,Pa98,Pteropus alecto,M,Adult,NA,735,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Japanese_encephalitis_virus_group;s__Japanese_encephalitis_virus,Flaviviridae,Flavivirus,Japanese_encephalitis_virus,0.001270939,0.001581476,12.002,42100;50665;74654;85963;86051;86052;86078;86136;89483;89586;89621;89680,131,120,
